iter	Logloss
188	0.1994431455
189	0.1984349485
190	0.1979701247
191	0.1975919469
192	0.1969354641
193	0.1962873745
194	0.1956577422
195	0.1950684562
196	0.194649198
197	0.1938695412
198	0.1931271003
199	0.1921938098
200	0.1916941879
201	0.1911321479
202	0.1905643903
203	0.1898878413
204	0.1894588699
205	0.1891523919
206	0.1886419026
207	0.1882177565
208	0.187708021
209	0.1872868289
210	0.1867386071
211	0.186312846
212	0.1858603734
213	0.1852808594
214	0.1847806682
215	0.1842440934
216	0.1840314918
217	0.1836030725
218	0.1830636783
219	0.1828142733
220	0.1824569898
221	0.1822759628
222	0.1812708105
223	0.1809884989
224	0.1803641772
225	0.179976723
226	0.1796306217
227	0.1789034624
228	0.1787343504
229	0.1785721933
230	0.177926258
231	0.1774061054
232	0.1770393366
233	0.1766991543
234	0.1762449432
235	0.1759301482
236	0.1757666974
237	0.1752982188
238	0.1751754872
239	0.1746549049
240	0.1743618223
241	0.1739935846
242	0.1739185101
243	0.1735361728
244	0.1728728352
245	0.1728109454
246	0.172725612
247	0.1725941913
248	0.1723706516
249	0.1719555183
250	0.1718530034
251	0.171609113
252	0.171545074
253	0.1712267106
254	0.1709275315
255	0.170282399
256	0.169671107
257	0.1692179768
258	0.1691532438
259	0.1688652115
260	0.1687640495
261	0.1687206468
262	0.1686100223
263	0.1677884459
264	0.1674150521
265	0.1669958962
266	0.1669059682
267	0.1667986949
268	0.1667511409
269	0.1664764383
270	0.1659479091
271	0.1658688244
272	0.1658146276
273	0.1657103918
274	0.1652532907
275	0.1650696423
276	0.1649022744
277	0.16481067
278	0.1643196877
279	0.1639461665
280	0.1635179614
281	0.1632089367
282	0.1631617272
283	0.163107874
284	0.1628784546
285	0.1627502371
286	0.162665378
287	0.1625744396
288	0.1621851464
289	0.1620974299
290	0.161949923
291	0.1615051263
292	0.1612497983
293	0.1611463436
294	0.1606559211
295	0.1602814727
296	0.160206234
297	0.1601241691
298	0.1597496179
299	0.1594938646
300	0.1594142592
301	0.158991502
302	0.1586213653
303	0.158508366
304	0.1584264242
305	0.1582309228
306	0.1578095591
307	0.1577272178
308	0.1575855958
309	0.1572873443
310	0.157197128
311	0.1571440859
312	0.1570633854
313	0.1567086174
314	0.1564063574
315	0.1559708085
316	0.1555321456
317	0.1554485735
318	0.1553860898
319	0.1551371903
320	0.1550653737
321	0.1549889947
322	0.1546588969
323	0.154558851
324	0.1544912721
325	0.1544331365
326	0.1542802378
327	0.1542053822
328	0.1540095234
329	0.1537484913
330	0.1534967476
331	0.1531946136
332	0.1528037553
333	0.1527281616
334	0.1522733673
335	0.1522119189
336	0.1519583833
337	0.1518975615
338	0.151790851
339	0.151518895
340	0.1514630117
341	0.1513276224
342	0.1510003956
343	0.1507362134
344	0.1506326399
345	0.1502716163
346	0.150002133
347	0.1499225061
348	0.1498577309
349	0.1496039134
350	0.1495381717
351	0.1492309866
352	0.1491516538
353	0.1488067446
354	0.1484413132
355	0.1483639503
356	0.1481402592
357	0.1479805698
358	0.1479135279
359	0.1472825013
360	0.1472148653
361	0.1471417093
362	0.1470834907
363	0.1468402739
364	0.1467238694
365	0.1463098112
366	0.1460945423
367	0.1460398837
368	0.1459283206
369	0.1453756748
370	0.1453458941
371	0.1450082735
372	0.1445511774
373	0.1445180366
374	0.144149421
375	0.1440624894
376	0.1438934153
377	0.1438309162
378	0.1437665749
379	0.1434103544
380	0.1433431417
381	0.1432452813
382	0.1431724265
383	0.1430802509
384	0.1430202576
385	0.1427546015
386	0.1426219321
387	0.1425531591
388	0.1425381672
389	0.1424972636
390	0.1423923209
391	0.1423412565
392	0.1420624031
393	0.1419956259
394	0.1418199046
395	0.1417191953
396	0.1412398145
397	0.1409889072
398	0.1409114189
399	0.140849048
400	0.1407875397
401	0.1405607532
402	0.1402744079
403	0.1402084447
404	0.1400896137
405	0.1400288896
406	0.1399603547
407	0.1397352231
408	0.1396362378
409	0.1395569575
410	0.1394518725
411	0.1393535016
412	0.139307126
413	0.1392538656
414	0.1391936837
415	0.1389198483
416	0.1387506541
417	0.1387140205
418	0.1382289356
419	0.137966213
420	0.1378887642
421	0.1377770399
422	0.137608176
423	0.137528703
424	0.1372551037
425	0.1371756628
426	0.1370449482
427	0.1369912273
428	0.1369035428
429	0.1367972838
430	0.13665423
431	0.1365914383
432	0.1364678253
433	0.1363294956
434	0.1361442461
435	0.1359833064
436	0.1357643319
437	0.1355727256
438	0.1355056278
439	0.1354632656
440	0.1353814087
441	0.1349814178
442	0.1349237038
443	0.1346745629
444	0.1346100488
445	0.1345675944
446	0.1345119247
447	0.134222537
448	0.1339684344
449	0.1339156885
450	0.1338556239
451	0.1336030456
452	0.1333375404
453	0.1332655516
454	0.1331975009
455	0.1329950614
456	0.1328582479
457	0.1327981984
458	0.1327438819
459	0.1326522053
460	0.1325856431
461	0.1324533803
462	0.1322459005
463	0.1321727079
464	0.132125098
465	0.1320471482
466	0.1317833577
467	0.1317247691
468	0.1316643337
469	0.1316112807
470	0.13155246
471	0.1314823326
472	0.1313107609
473	0.131149345
474	0.1310142055
475	0.1307571587
476	0.1306500916
477	0.1300865375
478	0.1299898983
479	0.1299415086
480	0.1298809112
481	0.1296871103
482	0.1293410978
483	0.1291203298
484	0.1289548899
485	0.1288673093
486	0.1287469085
487	0.1286141521
488	0.1285548697
489	0.1285112186
490	0.1284526524
491	0.1283919722
492	0.1283528947
493	0.128273457
494	0.1282037971
495	0.1281366411
496	0.1279607996
497	0.1278918361
498	0.1277637175
499	0.1277106061
500	0.1276525298
501	0.1274125317
502	0.1272240871
503	0.1271652636
504	0.1271090394
505	0.1269656757
506	0.1266725358
507	0.1265972927
508	0.1263230503
509	0.1262445942
510	0.1261827035
511	0.1261207196
512	0.1258615004
513	0.1258210867
514	0.1258042951
515	0.1257471363
516	0.1255159719
517	0.1254218723
518	0.1253732992
519	0.1252737987
520	0.1251621661
521	0.1247822259
522	0.1247341994
523	0.1246743389
524	0.1244538921
525	0.1243987717
526	0.1243807881
527	0.1242009062
528	0.1241316761
529	0.1239502734
530	0.1239073115
531	0.1237768527
532	0.1236419119
533	0.1235825345
534	0.1235345162
535	0.1233430599
536	0.1232971349
537	0.1231002359
538	0.1230639546
539	0.123011397
540	0.1228963389
541	0.1227506495
542	0.1226937454
543	0.1225827382
544	0.1222663565
545	0.1219860654
546	0.1216703691
547	0.121615582
548	0.1213925137
549	0.1213559283
550	0.1213018976
551	0.1212558043
552	0.1209293814
553	0.1208815672
554	0.1207223406
555	0.1206744661
556	0.1204805672
557	0.1204241773
558	0.1203657122
559	0.120261014
560	0.1201929453
561	0.1201643933
562	0.1201065233
563	0.1199915015
564	0.1198760501
565	0.119791359
566	0.1197406187
567	0.1195896401
568	0.1192967825
569	0.119263312
570	0.1192164739
571	0.1191620947
572	0.1190954783
573	0.1190280078
574	0.1189628682
575	0.1188704634
576	0.1188016391
577	0.1187061351
578	0.1185845434
579	0.1181193628
580	0.1180815043
581	0.1180509569
582	0.1180105548
583	0.1179649938
584	0.1178326881
585	0.1177585526
586	0.1176512927
587	0.1175922082
588	0.1175571373
589	0.1172362765
590	0.1170450976
591	0.1168907114
592	0.1167930437
593	0.116739027
594	0.1166240032
595	0.1165789825
596	0.1163266396
597	0.116283095
598	0.1160822334
599	0.1160515548
600	0.1159668187
601	0.1159196894
602	0.1156024885
603	0.1153544089
604	0.1153046492
605	0.1152686599
606	0.1149535524
607	0.1149066168
608	0.114796144
609	0.1147512013
610	0.1145399455
611	0.1144565391
612	0.1142973024
613	0.1141874818
614	0.1141125734
615	0.1140675931
616	0.1140203616
617	0.1139747629
618	0.1139605321
619	0.1138153092
620	0.1135655737
621	0.1135333377
622	0.113350374
623	0.1131505313
624	0.1129172974
625	0.1128733928
626	0.1126957846
627	0.1124568824
628	0.1123906997
629	0.1123579002
630	0.1123251251
631	0.1122789419
632	0.112237498
633	0.1121551841
634	0.1121231705
635	0.1118537928
636	0.1118110721
637	0.111753838
638	0.1116776581
639	0.1115138954
640	0.111472901
641	0.1112524858
642	0.1110603896
643	0.1110337628
644	0.1109172069
645	0.1108710053
646	0.1108256823
647	0.1107261621
648	0.1106917699
649	0.1106630068
650	0.1105236891
651	0.110233675
652	0.1101244608
653	0.1100614538
654	0.1099908902
655	0.1097790815
656	0.1096900014
657	0.1096423667
658	0.1096041382
659	0.1093753565
660	0.1091549237
661	0.1090951778
662	0.1089142602
663	0.1086694762
664	0.1086193786
665	0.1085541711
666	0.1084914617
667	0.1083085747
668	0.1082655894
669	0.1081124967
670	0.1080731373
671	0.1078732469
672	0.1077094766
673	0.1076462309
674	0.1073784924
675	0.1073451079
676	0.1071659895
677	0.1071272545
678	0.1070810571
679	0.1070266027
680	0.1069962119
681	0.1067974116
682	0.1067680043
683	0.1066574364
684	0.1064400388
685	0.1063816607
686	0.106304861
687	0.106204514
688	0.106172731
689	0.1061399175
690	0.10609771
691	0.1060608588
692	0.1060320589
693	0.1059956793
694	0.1059693438
695	0.1059208132
696	0.1058942625
697	0.1057101063
698	0.1054457971
699	0.1054038423
700	0.1053007949
701	0.1050371087
702	0.1049974581
703	0.1049533322
704	0.1046651616
705	0.1044674093
706	0.1043997186
707	0.1040450352
708	0.1038657304
709	0.1036690987
710	0.1036252266
711	0.1034975251
712	0.1034632407
713	0.1034127652
714	0.1033796235
715	0.1033579103
716	0.1032440438
717	0.1031908012
718	0.1031358964
719	0.1028180712
720	0.1027773097
721	0.1027273006
722	0.1026628889
723	0.1026280132
724	0.1025921708
725	0.1023744321
726	0.1023372445
727	0.1023021501
728	0.1022675385
729	0.1022322281
730	0.1021100232
731	0.1020683905
732	0.1018641622
733	0.1017373476
734	0.1016390644
735	0.1016062646
736	0.1015759917
737	0.1015232078
738	0.1014910721
739	0.1011616511
740	0.1011205823
741	0.1010929764
742	0.1010523277
743	0.1010157971
744	0.1009703559
745	0.1009318114
746	0.1007436334
747	0.1007044739
748	0.100667585
749	0.1005943945
750	0.100547065
751	0.1005124983
752	0.1004742262
753	0.1002428901
754	0.1002034688
755	0.1001727566
756	0.1000926271
757	0.1000477487
758	0.1000258092
759	0.09998368513
760	0.09994147029
761	0.09990987745
762	0.09972963765
763	0.09969293304
764	0.09964581106
765	0.09953262888
766	0.09948115981
767	0.09943372565
768	0.09937704975
769	0.09909442106
770	0.09906714078
771	0.09897208618
772	0.09890777906
773	0.09883476706
774	0.09878796244
775	0.09873641323
776	0.09870381678
777	0.09866375938
778	0.09861646728
779	0.09857042971
780	0.09852793273
781	0.09828633069
782	0.09803595053
783	0.09798764539
784	0.09794944915
785	0.09776996936
786	0.09769136645
787	0.09765495036
788	0.09761885971
789	0.09757788554
790	0.09754503636
791	0.09751105713
792	0.09742035952
793	0.09721420689
794	0.09712128399
795	0.09707885195
796	0.09702261597
797	0.09698363066
798	0.0969531953
799	0.09675087154
800	0.09670666943
801	0.09664413819
802	0.09660413039
803	0.09648880004
804	0.09644460408
805	0.09641156004
806	0.09636994862
807	0.0963405697
808	0.09631172689
809	0.09616291615
810	0.09605413
811	0.09587397054
812	0.09580579012
813	0.09576460643
814	0.0957392895
815	0.09569947883
816	0.09564884399
817	0.09561821388
818	0.09557750016
819	0.09554550605
820	0.09549753074
821	0.09544098248
822	0.09522993727
823	0.09518749795
824	0.09514805873
825	0.09480728045
826	0.09475795277
827	0.09472757095
828	0.09467767272
829	0.094646881
830	0.09460834689
831	0.09444414956
832	0.0942828464
833	0.09424695532
834	0.0942200507
835	0.09418353556
836	0.09414428477
837	0.094113945
838	0.09406931503
839	0.0940285492
840	0.09399128745
841	0.09396246681
842	0.09392887818
843	0.09389980185
844	0.09386657165
845	0.09383230735
846	0.09379722661
847	0.09375266169
848	0.09371656552
849	0.09367553757
850	0.09362748208
851	0.09359633719
852	0.09355852801
853	0.09352555602
854	0.09338112628
855	0.09333976826
856	0.09330631178
857	0.09327905197
858	0.09323283155
859	0.09319042842
860	0.09309509385
861	0.09305538448
862	0.09301343859
863	0.09297114352
864	0.09268324133
865	0.09264594713
866	0.09260965493
867	0.09256155262
868	0.0925314179
869	0.09250039373
870	0.0924712944
871	0.09244173073
872	0.09240949123
873	0.0923704447
874	0.0923382771
875	0.09230381952
876	0.09227219815
877	0.09223972378
878	0.09219094759
879	0.09214863191
880	0.09212576192
881	0.09209655377
882	0.09205010862
883	0.09201751147
884	0.0919797533
885	0.09194013509
886	0.0918953642
887	0.0916148264
888	0.09158584441
889	0.09153809434
890	0.09151237774
891	0.09146842755
892	0.09143446824
893	0.09117999039
894	0.09114347568
895	0.09102750791
896	0.09099167813
897	0.09070793904
898	0.09066995147
899	0.09063952699
900	0.0905963166
901	0.09056903108
902	0.09053823479
903	0.09049700688
904	0.0904608112
905	0.09042106377
906	0.09038433962
907	0.09033968408
908	0.09029815582
909	0.09025979023
910	0.09022549506
911	0.09020690948
912	0.0901776876
913	0.0901411705
914	0.09008299841
915	0.09004378527
916	0.09000543587
917	0.08996656343
918	0.08993029541
919	0.08989153521
920	0.08985755662
921	0.08981731627
922	0.08978309679
923	0.08974191447
924	0.08970340128
925	0.08967492699
926	0.08964144775
927	0.08960989002
928	0.08956764413
929	0.08952910352
930	0.08949463151
931	0.08945852908
932	0.08942467889
933	0.08939556597
934	0.08936437369
935	0.08929418536
936	0.08925895324
937	0.08922051736
938	0.08917960574
939	0.08914121549
940	0.0891126441
941	0.08907697115
942	0.08904815993
943	0.08902136542
944	0.08898814323
945	0.08895084335
946	0.0889181103
947	0.08888201705
948	0.08884089102
949	0.08881061962
950	0.08878203496
951	0.08874266242
952	0.08870165625
953	0.08866837182
954	0.08863843243
955	0.08859820274
956	0.08855737563
957	0.08852443558
958	0.08849323458
959	0.08846008967
960	0.0884327077
961	0.08840648327
962	0.08837129002
963	0.08833821721
964	0.08830224097
965	0.0882619233
966	0.08822238421
967	0.08819147703
968	0.08815093274
969	0.08789614969
970	0.08786212081
971	0.08783974488
972	0.08781017312
973	0.08776816677
974	0.08757976723
975	0.08754759342
976	0.08751881787
977	0.08748543617
978	0.08745414717
979	0.0874250142
980	0.08738518029
981	0.08735321891
982	0.08731454002
983	0.08727428537
984	0.08724081508
985	0.08720383773
986	0.0871670173
987	0.08712845824
988	0.08708878781
989	0.08705120879
990	0.08701528206
991	0.08698287534
992	0.08694946656
993	0.08691335733
994	0.08687967127
995	0.08684750445
996	0.08681456937
997	0.08677698094
998	0.08673917891
999	0.08670673641
